rawName,canonicalName,confidenceScore,resolutionMethod
Path-AI,Path-AI,100.0,PASSTHROUGH
PauseAI,PauseAI,100.0,PASSTHROUGH
PayAINetwork,PayAINetwork,100.0,PASSTHROUGH
PennyLaneAI,PennyLaneAI,100.0,PASSTHROUGH
PeoplePlusAI,PeoplePlusAI,100.0,PASSTHROUGH
Perplexity AI Inc.,Perplexity AI,83.87096774193549,FUZZY_RESOLVED
PetroIvaniuk,PetroIvaniuk,100.0,PASSTHROUGH
PiSugar,PiSugar,100.0,PASSTHROUGH
Picsart-AI-Research,Picsart-AI-Research,100.0,PASSTHROUGH
Pints-AI,Pints-AI,100.0,PASSTHROUGH
Pipelex,Pipelex,100.0,PASSTHROUGH
PlotSenseAICommunity,PlotSenseAICommunity,100.0,PASSTHROUGH
PocketRisu,PocketRisu,100.0,PASSTHROUGH
Pokee-AI,Pokee-AI,100.0,PASSTHROUGH
PolyAI-LDN,PolyAI-LDN,100.0,PASSTHROUGH
PolyArch,PolyArch,100.0,PASSTHROUGH
PolymathicAI,PolymathicAI,100.0,PASSTHROUGH
Pratiyush,Pratiyush,100.0,PASSTHROUGH
Pravko-Solutions,Pravko-Solutions,100.0,PASSTHROUGH
PrefectHQ,PrefectHQ,100.0,PASSTHROUGH
PreferredAI,PreferredAI,100.0,PASSTHROUGH
Prism-Shadow,Prism-Shadow,100.0,PASSTHROUGH
ProsusAI,ProsusAI,100.0,PASSTHROUGH
ProtonX-AI,ProtonX-AI,100.0,PASSTHROUGH
PrunaAI,PrunaAI,100.0,PASSTHROUGH
Prysai,Prysai,100.0,PASSTHROUGH
PublicAI01,PublicAI01,100.0,PASSTHROUGH
PundiAI,PundiAI,100.0,PASSTHROUGH
Purewhiter,Purewhiter,100.0,PASSTHROUGH
PurpleAILAB,PurpleAILAB,100.0,PASSTHROUGH
PurpleDoubleD,PurpleDoubleD,100.0,PASSTHROUGH
PySpur-Dev,PySpur-Dev,100.0,PASSTHROUGH
PygmalionAI,PygmalionAI,100.0,PASSTHROUGH
QJHWC,QJHWC,100.0,PASSTHROUGH
QoderAI,QoderAI,100.0,PASSTHROUGH
Qualcomm-AI-research,Qualcomm-AI-research,100.0,PASSTHROUGH
QuantumByteOSS,QuantumByteOSS,100.0,PASSTHROUGH
Quarm-AI,Quarm-AI,100.0,PASSTHROUGH
QuixiAI,QuixiAI,100.0,PASSTHROUGH
QwenLM,QwenLM,100.0,PASSTHROUGH
ROBOTIS-move,ROBOTIS-move,100.0,PASSTHROUGH
RSandAI,RSandAI,100.0,PASSTHROUGH
Radical-AI,Radical-AI,100.0,PASSTHROUGH
Radico,Radico,100.0,PASSTHROUGH
RadiusAI,RadiusAI,100.0,PASSTHROUGH
RafalWilinski,RafalWilinski,100.0,PASSTHROUGH
RamiAwar,RamiAwar,100.0,PASSTHROUGH
RapidAI,RapidAI,100.0,PASSTHROUGH
ReconAI,ReconAI,100.0,PASSTHROUGH
Red-Hat-AI-Innovation-Team,Red-Hat-AI-Innovation-Team,100.0,PASSTHROUGH
RedisAI,RedisAI,100.0,PASSTHROUGH
ReechoAI,ReechoAI,100.0,PASSTHROUGH
Reinforz,Reinforz,100.0,PASSTHROUGH
RektifyAI,RektifyAI,100.0,PASSTHROUGH
RelationalAI,RelationalAI,100.0,PASSTHROUGH
RelevanceAI,RelevanceAI,100.0,PASSTHROUGH
Render-AI-Team,Render-AI-Team,100.0,PASSTHROUGH
Renset,Renset,100.0,PASSTHROUGH
Repello-AI,Repello-AI,100.0,PASSTHROUGH
RetellAI,RetellAI,100.0,PASSTHROUGH
RevEngAI,RevEngAI,100.0,PASSTHROUGH
Revocalize,Revocalize,100.0,PASSTHROUGH
RevylAI,RevylAI,100.0,PASSTHROUGH
Rheosoph,Rheosoph,100.0,PASSTHROUGH
RhineAI,RhineAI,100.0,PASSTHROUGH
Rivalz-ai,Rivalz-ai,100.0,PASSTHROUGH
Rizzo-AI-Academy,Rizzo-AI-Academy,100.0,PASSTHROUGH
RobotecAI,RobotecAI,100.0,PASSTHROUGH
Rootly-AI-Labs,Rootly-AI-Labs,100.0,PASSTHROUGH
RunLLM,RunLLM,100.0,PASSTHROUGH
SKT-AI,SKT-AI,100.0,PASSTHROUGH
SWE-agent,SWE-agent,100.0,PASSTHROUGH
SaharaLabsAI,SaharaLabsAI,100.0,PASSTHROUGH
SakanaAI,SakanaAI,100.0,PASSTHROUGH
SalesforceAIResearch,SalesforceAIResearch,100.0,PASSTHROUGH
SamsungSAILMontreal,SamsungSAILMontreal,100.0,PASSTHROUGH
SanMuzZzZz,SanMuzZzZz,100.0,PASSTHROUGH
SandAI-org,SandAI-org,100.0,PASSTHROUGH
SantanderAI,SantanderAI,100.0,PASSTHROUGH
Saras-AI-Institute,Saras-AI-Institute,100.0,PASSTHROUGH
ScaDS,ScaDS,100.0,PASSTHROUGH
Scale3-Labs,Scale3-Labs,100.0,PASSTHROUGH
SchoolofAI-Algiers,SchoolofAI-Algiers,100.0,PASSTHROUGH
SciPhi-AI,SciPhi-AI,100.0,PASSTHROUGH
ScrapeGraphAI,ScrapeGraphAI,100.0,PASSTHROUGH
Seanium,Seanium,100.0,PASSTHROUGH
SecureChainAI,SecureChainAI,100.0,PASSTHROUGH
SeeleAI,SeeleAI,100.0,PASSTHROUGH
Sema4AI,Sema4AI,100.0,PASSTHROUGH
SemiAnalysisAI,SemiAnalysisAI,100.0,PASSTHROUGH
SensAI-PT,SensAI-PT,100.0,PASSTHROUGH
SenteLabsAI,SenteLabsAI,100.0,PASSTHROUGH
SerpentAI,SerpentAI,100.0,PASSTHROUGH
ServiceNow,ServiceNow,100.0,PASSTHROUGH
SharifAIChallenge,SharifAIChallenge,100.0,PASSTHROUGH
SharpAI,SharpAI,100.0,PASSTHROUGH
ShiftLeftSecurity,ShiftLeftSecurity,100.0,PASSTHROUGH
SiMa-ai,SiMa-ai,100.0,PASSTHROUGH
Sider-ai,Sider-ai,100.0,PASSTHROUGH
Significant-Gravitas,Significant-Gravitas,100.0,PASSTHROUGH
SilasMarvin,SilasMarvin,100.0,PASSTHROUGH
SillyTavern,SillyTavern,100.0,PASSTHROUGH
Simon-He95,Simon-He95,100.0,PASSTHROUGH
Skyvern-AI,Skyvern-AI,100.0,PASSTHROUGH
SmythOS,SmythOS,100.0,PASSTHROUGH
Snailclimb,Snailclimb,100.0,PASSTHROUGH
Social-AI-Studio,Social-AI-Studio,100.0,PASSTHROUGH
Soul-AILab,Soul-AILab,100.0,PASSTHROUGH
Spain-AI,Spain-AI,100.0,PASSTHROUGH
SpectacularAI,SpectacularAI,100.0,PASSTHROUGH
Stability-AI,Stability AI,75.0,FUZZY_RESOLVED
Stability.ai,Stability AI,75.0,FUZZY_RESOLVED
Standard-Cognition,Standard-Cognition,100.0,PASSTHROUGH
StarTrail-org,StarTrail-org,100.0,PASSTHROUGH
StarsfieldAI,StarsfieldAI,100.0,PASSTHROUGH
Storia-AI,Storia-AI,100.0,PASSTHROUGH
Strong-AI-Lab,Strong-AI-Lab,100.0,PASSTHROUGH
StructuredLabs,StructuredLabs,100.0,PASSTHROUGH
SunbirdAI,SunbirdAI,100.0,PASSTHROUGH
SuperagenticAI,SuperagenticAI,100.0,PASSTHROUGH
SylphAI-Inc,SylphAI-Inc,100.0,PASSTHROUGH
Synthintel0,Synthintel0,100.0,PASSTHROUGH
T3xtifyai,T3xtifyai,100.0,PASSTHROUGH
TARS-AI-Community,TARS-AI-Community,100.0,PASSTHROUGH
TIC-13,TIC-13,100.0,PASSTHROUGH
TNT-Likely,TNT-Likely,100.0,PASSTHROUGH
TanStack,TanStack,100.0,PASSTHROUGH
Tanuki,Tanuki,100.0,PASSTHROUGH
TaskingAI,TaskingAI,100.0,PASSTHROUGH
Team-Commonly,Team-Commonly,100.0,PASSTHROUGH
Technion-Kishony-lab,Technion-Kishony-lab,100.0,PASSTHROUGH
Tele-AI,Tele-AI,100.0,PASSTHROUGH
Tencent,Tencent,100.0,PASSTHROUGH
TeneoProtocolAI,TeneoProtocolAI,100.0,PASSTHROUGH
TensorOpsAI,TensorOpsAI,100.0,PASSTHROUGH
TesslateAI,TesslateAI,100.0,PASSTHROUGH
The-AI-Alliance,The-AI-Alliance,100.0,PASSTHROUGH
The-AI-Summer,The-AI-Summer,100.0,PASSTHROUGH
The-FinAI,The-FinAI,100.0,PASSTHROUGH
The-Focus-AI,The-Focus-AI,100.0,PASSTHROUGH
The-School-of-AI,The-School-of-AI,100.0,PASSTHROUGH
The-Vibe-Company,The-Vibe-Company,100.0,PASSTHROUGH
TheAIDojo,TheAIDojo,100.0,PASSTHROUGH
TheAgentCompany,TheAgentCompany,100.0,PASSTHROUGH
TheBlokeAI,TheBlokeAI,100.0,PASSTHROUGH
TheDuckAI,TheDuckAI,100.0,PASSTHROUGH
TheSolaAI,TheSolaAI,100.0,PASSTHROUGH
ThinkfleetAI,ThinkfleetAI,100.0,PASSTHROUGH
ThousandBirdsInc,ThousandBirdsInc,100.0,PASSTHROUGH
Tiiny-AI,Tiiny-AI,100.0,PASSTHROUGH
Tonic-AI,Tonic-AI,100.0,PASSTHROUGH
Toolbase-AI,Toolbase-AI,100.0,PASSTHROUGH
Trae-AI,Trae-AI,100.0,PASSTHROUGH
TransformerOptimus,TransformerOptimus,100.0,PASSTHROUGH
TribeAI,TribeAI,100.0,PASSTHROUGH
Triton-AI,Triton-AI,100.0,PASSTHROUGH
Troyanovsky,Troyanovsky,100.0,PASSTHROUGH
Trusera,Trusera,100.0,PASSTHROUGH
TsinghuaAI,TsinghuaAI,100.0,PASSTHROUGH
Tswoen,Tswoen,100.0,PASSTHROUGH
TuringAI-Team,TuringAI-Team,100.0,PASSTHROUGH
Turkish-AI-Community,Turkish-AI-Community,100.0,PASSTHROUGH
UCSB-AI,UCSB-AI,100.0,PASSTHROUGH
UbiquitousLearning,UbiquitousLearning,100.0,PASSTHROUGH
UditAkhourii,UditAkhourii,100.0,PASSTHROUGH
UfoMiao,UfoMiao,100.0,PASSTHROUGH
UniPat-AI,UniPat-AI,100.0,PASSTHROUGH
UnicomAI,UnicomAI,100.0,PASSTHROUGH
Upsonic,Upsonic,100.0,PASSTHROUGH
VNOpenAI,OpenAI,85.71428571428572,FUZZY_RESOLVED
VRAM-AI,VRAM-AI,100.0,PASSTHROUGH
ValueCell-ai,ValueCell-ai,100.0,PASSTHROUGH
Vasco0x4,Vasco0x4,100.0,PASSTHROUGH
VectifyAI,VectifyAI,100.0,PASSTHROUGH
VedalAI,VedalAI,100.0,PASSTHROUGH
Vers-AI,Vers-AI,100.0,PASSTHROUGH
Vexa-ai,Vexa-ai,100.0,PASSTHROUGH
VikParuchuri,VikParuchuri,100.0,PASSTHROUGH
Villanova-AI,Villanova-AI,100.0,PASSTHROUGH
VinAIResearch,VinAIResearch,100.0,PASSTHROUGH
VinUni-AI20k,VinUni-AI20k,100.0,PASSTHROUGH
Visual-AI,Visual-AI,100.0,PASSTHROUGH
Vocab-Apps,Vocab-Apps,100.0,PASSTHROUGH
VoltAgent,VoltAgent,100.0,PASSTHROUGH
Vyro-ai,Vyro-ai,100.0,PASSTHROUGH
WAT-ai,WAT-ai,100.0,PASSTHROUGH
WP-Autoplugin,WP-Autoplugin,100.0,PASSTHROUGH
WPSemantix,WPSemantix,100.0,PASSTHROUGH
Warma10032,Warma10032,100.0,PASSTHROUGH
WaveSpeedAI,WaveSpeedAI,100.0,PASSTHROUGH
WecoAI,WecoAI,100.0,PASSTHROUGH
WeiboAI,WeiboAI,100.0,PASSTHROUGH
William-Lu-stack,William-Lu-stack,100.0,PASSTHROUGH
Windy3f3f3f3f,Windy3f3f3f3f,100.0,PASSTHROUGH
Wing900,Wing900,100.0,PASSTHROUGH
WorkflowAI,WorkflowAI,100.0,PASSTHROUGH
WuliRuler,WuliRuler,100.0,PASSTHROUGH
X-AI-eXtension-Artificial-Intelligence,X-AI-eXtension-Artificial-Intelligence,100.0,PASSTHROUGH
XLabs-AI,XLabs-AI,100.0,PASSTHROUGH
XSpoonAi,XSpoonAi,100.0,PASSTHROUGH
XYZ-AI-Lab,XYZ-AI-Lab,100.0,PASSTHROUGH
Xbotics-Embodied-AI-club,Xbotics-Embodied-AI-club,100.0,PASSTHROUGH
Xeron2000,Xeron2000,100.0,PASSTHROUGH
XiaomingX,XiaomingX,100.0,PASSTHROUGH
XpressAI,XpressAI,100.0,PASSTHROUGH
YGYOOO,YGYOOO,100.0,PASSTHROUGH
YiVal,YiVal,100.0,PASSTHROUGH
Yoctol,Yoctol,100.0,PASSTHROUGH
ZHangZHengEric,ZHangZHengEric,100.0,PASSTHROUGH
ZacharyZcR,ZacharyZcR,100.0,PASSTHROUGH
Zackriya-Solutions,Zackriya-Solutions,100.0,PASSTHROUGH
ZenAI-Vietnam,ZenAI-Vietnam,100.0,PASSTHROUGH
Zerax-AI,Zerax-AI,100.0,PASSTHROUGH
Zhou-Shilin,Zhou-Shilin,100.0,PASSTHROUGH
Zleap-AI,Zleap-AI,100.0,PASSTHROUGH
Zorokee,Zorokee,100.0,PASSTHROUGH
aagentai,aagentai,100.0,PASSTHROUGH
aaif,aaif,100.0,PASSTHROUGH
abacusai,abacusai,100.0,PASSTHROUGH
abap-ai,abap-ai,100.0,PASSTHROUGH
abinthomasonline,abinthomasonline,100.0,PASSTHROUGH
activeloopai,activeloopai,100.0,PASSTHROUGH
adalat-ai-tech,adalat-ai-tech,100.0,PASSTHROUGH
adaline,adaline,100.0,PASSTHROUGH
adobe-research,adobe-research,100.0,PASSTHROUGH
adoptai,adoptai,100.0,PASSTHROUGH
aeonfun,aeonfun,100.0,PASSTHROUGH
aevatarAI,aevatarAI,100.0,PASSTHROUGH
afx-team,afx-team,100.0,PASSTHROUGH
ag2ai,ag2ai,100.0,PASSTHROUGH
agency-ai-solutions,agency-ai-solutions,100.0,PASSTHROUGH
agent-sh,agent-sh,100.0,PASSTHROUGH
agentclientprotocol,agentclientprotocol,100.0,PASSTHROUGH
agentforce314,agentforce314,100.0,PASSTHROUGH
agentjido,agentjido,100.0,PASSTHROUGH
agents-flex,agents-flex,100.0,PASSTHROUGH
agentscope-ai,agentscope-ai,100.0,PASSTHROUGH
agentuniverse-ai,agentuniverse-ai,100.0,PASSTHROUGH
ahujasid,ahujasid,100.0,PASSTHROUGH
ai-builders,ai-builders,100.0,PASSTHROUGH
ai-club-daiict,ai-club-daiict,100.0,PASSTHROUGH
ai-cockpit,ai-cockpit,100.0,PASSTHROUGH
ai-coin,ai-coin,100.0,PASSTHROUGH
ai-collection,ai-collection,100.0,PASSTHROUGH
ai-coustics,ai-coustics,100.0,PASSTHROUGH
ai-driven-dev,ai-driven-dev,100.0,PASSTHROUGH
ai-evals-course,ai-evals-course,100.0,PASSTHROUGH
ai-for-developers,ai-for-developers,100.0,PASSTHROUGH
ai-forever,ai-forever,100.0,PASSTHROUGH
ai-hero-dev,ai-hero-dev,100.0,PASSTHROUGH
ai-in-pm,ai-in-pm,100.0,PASSTHROUGH
ai-infra-curriculum,ai-infra-curriculum,100.0,PASSTHROUGH
ai-lingnan,ai-lingnan,100.0,PASSTHROUGH
ai-mastering,ai-mastering,100.0,PASSTHROUGH
ai-robotics-kr,ai-robotics-kr,100.0,PASSTHROUGH
ai-se,ai-se,100.0,PASSTHROUGH
ai-shifu,ai-shifu,100.0,PASSTHROUGH
ai-twinkle,ai-twinkle,100.0,PASSTHROUGH
ai-village-agents,ai-village-agents,100.0,PASSTHROUGH
ai2cm,ai2cm,100.0,PASSTHROUGH
ai4ce,ai4ce,100.0,PASSTHROUGH
ai4co,ai4co,100.0,PASSTHROUGH
ai4curation,ai4curation,100.0,PASSTHROUGH
ai4energy,ai4energy,100.0,PASSTHROUGH
aiDotEngineer,aiDotEngineer,100.0,PASSTHROUGH
aiQuest-Intelligence,aiQuest-Intelligence,100.0,PASSTHROUGH
aiarena,aiarena,100.0,PASSTHROUGH
aicademyorg,aicademyorg,100.0,PASSTHROUGH
aichaos,aichaos,100.0,PASSTHROUGH
aicore,aicore,100.0,PASSTHROUGH
aidatatools,aidatatools,100.0,PASSTHROUGH
aidecentralized,aidecentralized,100.0,PASSTHROUGH
aidotse,aidotse,100.0,PASSTHROUGH
aifoundry-org,aifoundry-org,100.0,PASSTHROUGH
aimlapi,aimlapi,100.0,PASSTHROUGH
aimotive,aimotive,100.0,PASSTHROUGH
aiola-lab,aiola-lab,100.0,PASSTHROUGH
aiondemand,aiondemand,100.0,PASSTHROUGH
aiplanethub,aiplanethub,100.0,PASSTHROUGH
aipotheosis-labs,aipotheosis-labs,100.0,PASSTHROUGH
airacingtech,airacingtech,100.0,PASSTHROUGH
airoa-org,airoa-org,100.0,PASSTHROUGH
airweave-ai,airweave-ai,100.0,PASSTHROUGH
aisingapore,aisingapore,100.0,PASSTHROUGH
aivant,aivant,100.0,PASSTHROUGH
aiverify-foundation,aiverify-foundation,100.0,PASSTHROUGH
aivillage,aivillage,100.0,PASSTHROUGH
ajsai47,ajsai47,100.0,PASSTHROUGH
akave-ai,akave-ai,100.0,PASSTHROUGH
akdeb,akdeb,100.0,PASSTHROUGH
alan-ai,alan-ai,100.0,PASSTHROUGH
albumentations-team,albumentations-team,100.0,PASSTHROUGH
alchemiststudiosDOTai,alchemiststudiosDOTai,100.0,PASSTHROUGH
alex-ilgayev,alex-ilgayev,100.0,PASSTHROUGH
aliz-ai,aliz-ai,100.0,PASSTHROUGH
allenai,allenai,100.0,PASSTHROUGH
alphanome-ai,alphanome-ai,100.0,PASSTHROUGH
alumnium-hq,alumnium-hq,100.0,PASSTHROUGH
alvi-se,alvi-se,100.0,PASSTHROUGH
alvinreal,alvinreal,100.0,PASSTHROUGH
ambianic,ambianic,100.0,PASSTHROUGH
amitshekhariitbhu,amitshekhariitbhu,100.0,PASSTHROUGH
anasfik,anasfik,100.0,PASSTHROUGH
anmolksachan,anmolksachan,100.0,PASSTHROUGH
annaliseai,annaliseai,100.0,PASSTHROUGH
antirez,antirez,100.0,PASSTHROUGH
antvis,antvis,100.0,PASSTHROUGH
aorumbayev,aorumbayev,100.0,PASSTHROUGH
apache,apache,100.0,PASSTHROUGH
apeatling,apeatling,100.0,PASSTHROUGH
api7,api7,100.0,PASSTHROUGH
apm-studio,apm-studio,100.0,PASSTHROUGH
arakoodev,arakoodev,100.0,PASSTHROUGH
arc53,arc53,100.0,PASSTHROUGH
arcee-ai,arcee-ai,100.0,PASSTHROUGH
archetypeai,archetypeai,100.0,PASSTHROUGH
argilla-io,argilla-io,100.0,PASSTHROUGH
ariadng,ariadng,100.0,PASSTHROUGH
aristoteleo,aristoteleo,100.0,PASSTHROUGH
arklexai,arklexai,100.0,PASSTHROUGH
arthurhenrique,arthurhenrique,100.0,PASSTHROUGH
arturo-ai,arturo-ai,100.0,PASSTHROUGH
aryn-ai,aryn-ai,100.0,PASSTHROUGH
aseichter2007,aseichter2007,100.0,PASSTHROUGH
asgeirtj,asgeirtj,100.0,PASSTHROUGH
ashishps1,ashishps1,100.0,PASSTHROUGH
askimo-ai,askimo-ai,100.0,PASSTHROUGH
assistant-ui,assistant-ui,100.0,PASSTHROUGH
astro-informatics,astro-informatics,100.0,PASSTHROUGH
astronomer,astronomer,100.0,PASSTHROUGH
asu-trans-ai-lab,asu-trans-ai-lab,100.0,PASSTHROUGH
athina-ai,athina-ai,100.0,PASSTHROUGH
atla-ai,atla-ai,100.0,PASSTHROUGH
atlassian,atlassian,100.0,PASSTHROUGH
aurelio-labs,aurelio-labs,100.0,PASSTHROUGH
autohandai,autohandai,100.0,PASSTHROUGH
automata,automata,100.0,PASSTHROUGH
automataIA,automataIA,100.0,PASSTHROUGH
av,av,100.0,PASSTHROUGH
avatechai,avatechai,100.0,PASSTHROUGH
avibe-bot,avibe-bot,100.0,PASSTHROUGH
avidevelops,avidevelops,100.0,PASSTHROUGH
awaescher,awaescher,100.0,PASSTHROUGH
awesome-rag,awesome-rag,100.0,PASSTHROUGH
aws,aws,100.0,PASSTHROUGH
aws-samples,aws-samples,100.0,PASSTHROUGH
ax-llm,ax-llm,100.0,PASSTHROUGH
axelera-ai,axelera-ai,100.0,PASSTHROUGH
axelera-ai-hub,axelera-ai-hub,100.0,PASSTHROUGH
axflow,axflow,100.0,PASSTHROUGH
axislab-top,axislab-top,100.0,PASSTHROUGH
axolotl-ai-cloud,axolotl-ai-cloud,100.0,PASSTHROUGH
azorng,azorng,100.0,PASSTHROUGH
babarot,babarot,100.0,PASSTHROUGH
baby-llm,baby-llm,100.0,PASSTHROUGH
baidu-baige,baidu-baige,100.0,PASSTHROUGH
basicmachines-co,basicmachines-co,100.0,PASSTHROUGH
basionwang-bot,basionwang-bot,100.0,PASSTHROUGH
batrachianai,batrachianai,100.0,PASSTHROUGH
bd4sur,bd4sur,100.0,PASSTHROUGH
bdaiinstitute,bdaiinstitute,100.0,PASSTHROUGH
beita6969,beita6969,100.0,PASSTHROUGH
beltromatti,beltromatti,100.0,PASSTHROUGH
berelevant-ai,berelevant-ai,100.0,PASSTHROUGH
berget-ai,berget-ai,100.0,PASSTHROUGH
berylliumsec,berylliumsec,100.0,PASSTHROUGH
best-of-ai,best-of-ai,100.0,PASSTHROUGH
bgauryy,bgauryy,100.0,PASSTHROUGH
bijonai,bijonai,100.0,PASSTHROUGH
binaryai,binaryai,100.0,PASSTHROUGH
biomed-AI,biomed-AI,100.0,PASSTHROUGH
blazickjp,blazickjp,100.0,PASSTHROUGH
bldrs-ai,bldrs-ai,100.0,PASSTHROUGH
blob42,blob42,100.0,PASSTHROUGH
blueberrycongee,blueberrycongee,100.0,PASSTHROUGH
blurrah,blurrah,100.0,PASSTHROUGH
bmadone,bmadone,100.0,PASSTHROUGH
bodo-ai,bodo-ai,100.0,PASSTHROUGH
bomfather,bomfather,100.0,PASSTHROUGH
boson-ai,boson-ai,100.0,PASSTHROUGH
bosun-ai,bosun-ai,100.0,PASSTHROUGH
botisan-ai,botisan-ai,100.0,PASSTHROUGH
botlearn-ai,botlearn-ai,100.0,PASSTHROUGH
botpress,botpress,100.0,PASSTHROUGH
boyu-ai,boyu-ai,100.0,PASSTHROUGH
bracesproul,bracesproul,100.0,PASSTHROUGH
bragai,bragai,100.0,PASSTHROUGH
brainlid,brainlid,100.0,PASSTHROUGH
brian-knows,brian-knows,100.0,PASSTHROUGH
bricks-cloud,bricks-cloud,100.0,PASSTHROUGH
buhe,buhe,100.0,PASSTHROUGH
buildingjoshbetter,buildingjoshbetter,100.0,PASSTHROUGH
buildwithflux,buildwithflux,100.0,PASSTHROUGH
bureau14,bureau14,100.0,PASSTHROUGH
business-science,business-science,100.0,PASSTHROUGH
bytebase,bytebase,100.0,PASSTHROUGH
bytebot-ai,bytebot-ai,100.0,PASSTHROUGH
bytechefhq,bytechefhq,100.0,PASSTHROUGH
bytedance,bytedance,100.0,PASSTHROUGH
cactus-compute,cactus-compute,100.0,PASSTHROUGH
caipe-io,caipe-io,100.0,PASSTHROUGH
callstackincubator,callstackincubator,100.0,PASSTHROUGH
camel-ai,camel-ai,100.0,PASSTHROUGH
campfirein,campfirein,100.0,PASSTHROUGH
caspianmoon,caspianmoon,100.0,PASSTHROUGH
castai,castai,100.0,PASSTHROUGH
cdcai,cdcai,100.0,PASSTHROUGH
cdinnison,cdinnison,100.0,PASSTHROUGH
cedarai,cedarai,100.0,PASSTHROUGH
centaurinstitute,centaurinstitute,100.0,PASSTHROUGH
ceylonai,ceylonai,100.0,PASSTHROUGH
chai-research,chai-research,100.0,PASSTHROUGH
chaitin,chaitin,100.0,PASSTHROUGH
changyeyu,changyeyu,100.0,PASSTHROUGH
character-ai,character-ai,100.0,PASSTHROUGH
charliedream1,charliedream1,100.0,PASSTHROUGH
chatboxai,chatboxai,100.0,PASSTHROUGH
chatfire-AI,chatfire-AI,100.0,PASSTHROUGH
chequer-io,chequer-io,100.0,PASSTHROUGH
cheshire-cat-ai,cheshire-cat-ai,100.0,PASSTHROUGH
cipherowl-ai,cipherowl-ai,100.0,PASSTHROUGH
circles-zone,circles-zone,100.0,PASSTHROUGH
cisco-ai-defense,cisco-ai-defense,100.0,PASSTHROUGH
citadel-ai,citadel-ai,100.0,PASSTHROUGH
clacky-ai,clacky-ai,100.0,PASSTHROUGH
clarityai-eng,clarityai-eng,100.0,PASSTHROUGH
clawplays,clawplays,100.0,PASSTHROUGH
claypotai,claypotai,100.0,PASSTHROUGH
cloudpilot-ai,cloudpilot-ai,100.0,PASSTHROUGH
cloudshipai,cloudshipai,100.0,PASSTHROUGH
clovaai,clovaai,100.0,PASSTHROUGH
clue-ai,clue-ai,100.0,PASSTHROUGH
coaidev,coaidev,100.0,PASSTHROUGH
cocacola-lab,cocacola-lab,100.0,PASSTHROUGH
cocktailpeanut,cocktailpeanut,100.0,PASSTHROUGH
cocoindex-io,cocoindex-io,100.0,PASSTHROUGH
code-kern-ai,code-kern-ai,100.0,PASSTHROUGH
codedogQBY,codedogQBY,100.0,PASSTHROUGH
codefuse-ai,codefuse-ai,100.0,PASSTHROUGH
coder,coder,100.0,PASSTHROUGH
codestoryai,codestoryai,100.0,PASSTHROUGH
cognesy,cognesy,100.0,PASSTHROUGH
cognitic-ai,cognitic-ai,100.0,PASSTHROUGH
cognizant-ai-lab,cognizant-ai-lab,100.0,PASSTHROUGH
cohesion-org,cohesion-org,100.0,PASSTHROUGH
collectiveai-team,collectiveai-team,100.0,PASSTHROUGH
commaai,commaai,100.0,PASSTHROUGH
commune-ai,commune-ai,100.0,PASSTHROUGH
compilerai,compilerai,100.0,PASSTHROUGH
components-ai,components-ai,100.0,PASSTHROUGH
concierge-hq,concierge-hq,100.0,PASSTHROUGH
confident-ai,confident-ai,100.0,PASSTHROUGH
confidential-dot-ai,confidential-dot-ai,100.0,PASSTHROUGH
connery-io,connery-io,100.0,PASSTHROUGH
containers,containers,100.0,PASSTHROUGH
conversationai,conversationai,100.0,PASSTHROUGH
coreply,coreply,100.0,PASSTHROUGH
corespeed-io,corespeed-io,100.0,PASSTHROUGH
cornball-ai,cornball-ai,100.0,PASSTHROUGH
corva-ai,corva-ai,100.0,PASSTHROUGH
creatify-ai,creatify-ai,100.0,PASSTHROUGH
credo-ai,credo-ai,100.0,PASSTHROUGH
crewAIInc,crewAIInc,100.0,PASSTHROUGH
crmne,crmne,100.0,PASSTHROUGH
crowdAI,crowdAI,100.0,PASSTHROUGH
cs-lazy-tools,cs-lazy-tools,100.0,PASSTHROUGH
cto-ai,cto-ai,100.0,PASSTHROUGH
currenjin,currenjin,100.0,PASSTHROUGH
cvat-ai,cvat-ai,100.0,PASSTHROUGH
cvisionai,cvisionai,100.0,PASSTHROUGH
cyberark,cyberark,100.0,PASSTHROUGH
czi-ai,czi-ai,100.0,PASSTHROUGH
dabit3,dabit3,100.0,PASSTHROUGH
daeisbae,daeisbae,100.0,PASSTHROUGH
dair-ai,dair-ai,100.0,PASSTHROUGH
dalisoft,dalisoft,100.0,PASSTHROUGH
darrenburns,darrenburns,100.0,PASSTHROUGH
dataelement,dataelement,100.0,PASSTHROUGH
datapizza-labs,datapizza-labs,100.0,PASSTHROUGH
datawhalechina,datawhalechina,100.0,PASSTHROUGH
dave1010,dave1010,100.0,PASSTHROUGH
daveebbelaar,daveebbelaar,100.0,PASSTHROUGH
daydreamsai,daydreamsai,100.0,PASSTHROUGH
decocms,decocms,100.0,PASSTHROUGH
decodingai-magazine,decodingai-magazine,100.0,PASSTHROUGH
deepsense-ai,deepsense-ai,100.0,PASSTHROUGH
deepset-ai,deepset-ai,100.0,PASSTHROUGH
deerwork-ai,deerwork-ai,100.0,PASSTHROUGH
defog-ai,defog-ai,100.0,PASSTHROUGH
delibae,delibae,100.0,PASSTHROUGH
dense-analysis,dense-analysis,100.0,PASSTHROUGH
